e_form,s_modulus,b_modulus,gap opt,nsites,volume,density,uepa,epa,fepa,efermi,band_gap
-0.646,55.327,122.878,0.0013,8,154.3617088,10.63464981,-7.103872308,-7.103872308,-0.65649015,8.40145724,0
-0.418,32.1,92.5,0.0007,8,189.190819,10.32127616,-6.62304563,-6.71904563,-0.536722055,9.29595662,0
-0.729,82.833,130.656,0.0136,5,76.53885457,6.905190366,-6.728769388,-6.700369388,-0.733285572,6.46935407,0
-0.691,82.84,101.367,0.0737,5,93.83712343,6.215917687,-6.73937792,-6.73937792,-0.621634729,5.4982611,0
-0.124,13.307,23.244,0.0082,6,180.9164597,3.961367163,-4.940839733,-5.004839733,-0.204367907,3.35644078,0
-0.122,39.62,162.567,0.0074,6,81.71632594,7.547324585,-7.572374302,-7.572374302,-0.141989333,6.37665682,0
-0.448,99,179.167,0.0398,4,47.73128449,5.978908507,-8.344385965,-8.344385965,-0.336355992,5.59289661,0
-0.885,53.253,134.222,0.0054,5,85.04498287,8.355637255,-6.120144508,-6.091744508,-0.922791352,6.17288868,0
-0.516,58.507,97.744,0.0043,5,79.79428534,6.310175514,-5.567368588,-5.567368588,-0.473710352,5.5089347,0
-0.111,132.78,141.2,0.1451,3,30.27241213,2.567389302,-4.773859327,-4.773859327,-0.052399171,7.38446061,0
-0.89,55.22,130.667,0.0008,5,87.04007988,8.000704157,-6.137981622,-6.109581622,-0.923784459,5.82225452,0
-0.682,46.327,122.378,0.0097,5,78.5584096,9.038392276,-5.76245392,-5.76245392,-0.684706332,6.45788933,0
-0.414,31.927,128.444,0.0008,5,92.25707762,10.7301096,-6.63525435,-6.63525435,-0.455808482,7.75326241,0
-0.694,46.72,113.133,0.0001,5,83.28480595,8.112979928,-5.808106466,-5.808106466,-0.693211166,6.29654096,0
-0.853,41.173,80.689,0.022,3,78.17506889,9.899216468,-4.85645401,-4.85645401,-0.855774013,5.17296983,0.0655
-0.534,69.74,116.967,0.0134,5,76.2969081,7.628821262,-5.304264906,-5.275864906,-0.552511264,7.38590612,0
-0.592,41.54,77.9,0.0366,6,149.8603878,8.676277993,-4.094256978,-4.094256978,-0.286078069,5.02320396,0
-0.69,39.56,71.667,0.0008,5,91.17975472,6.462424576,-5.17629417,-5.17629417,-0.662693445,5.83596736,0
-0.506,91.347,145.678,0.0163,5,64.28243201,7.24316993,-6.94466112,-6.94466112,-0.473396143,5.12508958,0
-0.885,56.493,127.156,0.0014,5,88.5197044,7.752203372,-6.139964894,-6.111564894,-0.915855471,6.01614351,0
-0.61,65.453,124.189,0.0032,5,79.79600513,8.604986099,-6.242922568,-6.242922568,-0.606667081,5.80800379,0
-0.852,60.86,136.9,0.0046,5,86.66730556,9.840364994,-6.597093572,-6.597093572,-0.880801914,6.39333073,0
-0.44,36.587,71.578,0.0137,5,105.7886441,5.452101834,-6.31453452,-6.31453452,-0.448182351,4.04957317,0
-0.266,14.9,47.133,0.0017,5,101.900962,7.816846232,-4.45056835,-4.63936835,-0.456420458,5.62739199,0
-0.298,33.68,198.433,0.0452,4,52.38039064,8.892147966,-7.1596747,-7.1596747,-0.323165537,5.75555877,0
-0.769,33.1,82.467,0.0026,5,99.70397011,7.499661795,-5.048355796,-5.048355796,-0.774857019,5.07791555,0
-1.215,62.547,95.911,0.0059,6,127.7958117,8.966048655,-7.829169522,-7.996836188,-1.301176761,9.40834927,0
-0.755,46.327,74.178,0.0081,6,139.9641807,6.561312415,-5.925331077,-5.925331077,-0.728710057,4.49063113,0
-0.654,44.153,91.556,0.0064,5,99.35392702,7.34725148,-6.589305062,-6.589305062,-0.677997993,5.55440292,0
-0.301,76.093,118.956,0.0017,7,122.4166505,6.413992776,-5.738696014,-5.738696014,-0.279665754,6.46641163,0
-0.611,66.067,131.778,0.0062,5,76.67590248,9.270684497,-6.218394836,-6.218394836,-0.609374802,6.00832111,0
-0.584,36.533,66.522,0.0028,9,239.5586329,8.934542201,-5.461914984,-5.504581651,-0.590973106,4.64051388,0
-0.983,107.993,172.256,0.0036,5,84.63031378,11.39437944,-7.945793706,-7.945793706,-1.053674991,9.42732522,0
-0.762,67.513,123.922,0.0028,5,79.03872103,6.606662634,-6.231350604,-6.202950604,-0.764587569,6.94089032,0
-0.514,63.68,81.233,0.0903,5,116.6713104,4.351052929,-6.8927995,-6.8927995,-0.418068567,3.53300214,0
-1.266,65.107,103.944,0.0058,6,119.6662419,8.355483099,-8.106549275,-8.274215942,-1.327161814,10.25163969,0
-0.538,44.16,144.267,0.0096,5,83.45223301,7.921129484,-7.937104846,-7.908704846,-0.590999867,7.81518517,0
-0.819,70.373,135.956,0.0054,5,74.06476514,7.454303791,-6.265704854,-6.237304854,-0.82824975,7.16262673,0
-0.219,15.507,49.944,0.0002,5,101.7169415,7.838817382,-4.938154008,-5.126954008,-0.41273367,5.22066731,0
-0.092,26.04,68.767,0.0137,4,87.76195069,6.446551482,-3.69147242,-3.92747242,-0.306598079,4.04362086,0
-0.941,54.767,100.478,0.0059,5,100.2917835,6.64625232,-7.200781464,-7.200781464,-0.941904457,5.96847225,0
-0.437,45,122.1,0.0285,5,89.53692048,7.834050529,-6.902721188,-6.902721188,-0.475160167,5.82013051,0
-0.348,8.12,210.833,0.0066,4,45.26732222,7.369236101,-7.541860105,-7.524110105,-0.323117877,7.69732315,0
-0.572,51.86,129.233,0.0372,4,59.98035353,7.780864576,-6.027251738,-6.027251738,-0.551673157,8.39195959,0
-0.759,66.673,135.156,0.0053,5,76.85373251,6.77738845,-6.476851822,-6.448451822,-0.779652107,8.68017934,0
-0.353,40.44,90.1,0.0416,4,71.71873342,9.473690861,-4.202637838,-4.202637838,-0.323183868,6.33114191,0
-0.573,66.68,124.3,0.0032,6,106.4408039,8.296603404,-6.060794845,-6.060794845,-0.579477992,8.04004536,0
-0.467,77.04,149.4,0.0213,5,76.45206469,7.819092443,-7.49669618,-7.49669618,-0.441139242,7.72726069,0
-0.102,32.9,184.733,0.0374,4,60.67394216,9.017363829,-7.121424828,-7.121424828,-0.039546706,7.58594857,0
-0.419,99.26,169.867,0.0021,4,48.06930148,8.470868987,-7.547054035,-7.547054035,-0.335990409,6.46987556,0
-0.174,107.6,220.833,0.0334,5,62.13431004,5.446724124,-8.283628118,-8.283628118,-0.191570678,7.07086969,0
-0.455,76.6,243.067,0.0051,4,43.63578579,7.257644694,-8.34261444,-8.32486444,-0.46254781,8.71195696,0
-0.97,56.153,161.522,0.0183,10,179.2705812,12.56727794,-7.210087508,-7.210087508,-1.128735318,8.76806813,0
-0.481,39.6,190.6,0.0308,4,48.9004087,8.09458115,-7.196220145,-7.196220145,-0.51243128,7.52174617,0
-0.36,52.313,101.289,0.0012,5,91.91933646,7.78306981,-4.62957327,-4.60117327,-0.371150437,5.88973237,0
-1.094,76.527,108.311,0.0201,6,112.5165197,5.852193996,-6.89919813,-7.032864797,-1.209888084,6.55261372,0
-0.805,39.107,111.611,0.0025,5,85.4777712,8.587530356,-5.388753714,-5.360353714,-0.810352122,5.31079638,0
-0.23,15.827,37.111,0.0314,4,116.274669,7.305955686,-4.832844153,-5.043844153,-0.468268552,5.63136053,0
-1.044,103.873,176.689,0.0027,5,82.13370697,10.70539106,-8.092274966,-8.092274966,-1.093479859,8.25838489,0
-0.466,57.667,133.244,0.015,5,81.36027573,8.692578448,-6.573778078,-6.573778078,-0.441391367,6.00722911,0
-0.345,-8.82,186.4,0.0058,4,55.11757089,10.04408439,-7.566464365,-7.566464365,-0.438049643,7.46566361,0
-0.512,22.187,46.878,0.0061,5,101.3306016,5.160122617,-4.942692318,-5.131492318,-0.66772082,3.82877466,0
-1.2,95.207,141.744,0.0085,8,132.9738789,5.58041333,-8.371543563,-8.461793562,-1.167425559,5.91875945,0
-0.82,70.04,137.867,0.0012,5,73.56578883,7.58555185,-6.260838178,-6.232438178,-0.828898926,7.16525652,0
-1.555,49.293,98.956,0.0061,5,48.18271953,3.771216695,-4.950218256,-5.225018256,-1.662932291,2.59278148,0
-0.417,83.213,207.889,0.009,9,89.89316071,7.742550425,-6.280130073,-6.264352296,-0.463146972,9.20695726,0
-0.806,40.093,110.689,0.0052,5,94.55808751,8.822002946,-5.710770664,-5.710770664,-0.835977311,5.24723571,0
-0.395,59.213,136.556,0.0089,5,79.51317736,5.201513781,-7.752408842,-7.724008842,-0.399368419,6.55274494,0
-0.705,52.327,93.511,0.0054,6,122.6535452,7.791812038,-6.391890502,-6.391890502,-0.696477608,4.93856828,0
-0.682,28.727,87.844,0.0078,5,81.84924872,6.234595277,-5.242648662,-5.242648662,-0.665826652,6.43835578,0
-0.312,65.48,134.133,0.0157,4,55.20598542,6.074162991,-5.15616925,-5.15616925,-0.196298953,7.43852175,0
-0.554,54.327,148.544,0.0004,5,86.06484891,9.782850833,-7.131432842,-7.103032842,-0.602670904,8.72655733,0
-0.636,40.22,72.3,0.0424,6,161.0950239,7.644698316,-4.219099435,-4.219099435,-0.349007671,4.90459729,0
-0.588,62.287,115.678,0.0024,5,82.70478579,8.112559775,-6.230837548,-6.230837548,-0.582118137,5.85434936,0
-0.441,52.6,182.967,0.0198,4,52.95722132,7.440041791,-6.782863845,-6.782863845,-0.431075287,7.38486478,0
-1.018,84.193,139.122,0.0018,5,85.85336145,7.792519617,-7.145800734,-7.145800734,-1.073769223,6.91960513,0
-0.896,52.42,133.167,0.0037,5,84.97285301,6.994409284,-6.487604564,-6.487604564,-0.952230405,6.2530202,0
-0.488,52.78,155.767,0.0711,4,61.69210867,11.15924861,-6.872656395,-6.872656395,-0.490897834,8.50510691,0
-0.137,11.573,49.289,0.0258,5,130.292076,6.709292846,-5.807265664,-5.884065664,-0.259737395,4.11452937,0
-0.17,18.1,121.567,0.0067,3,56.99001497,8.146911523,-7.14960278,-7.14960278,-0.264494646,6.63180118,0
-0.74,35.913,68.156,0.0029,6,149.2095104,5.827940605,-5.957471177,-5.957471177,-0.716256379,4.41691742,0
-1.079,70.613,106.689,0.0127,6,115.7326914,6.968104402,-6.588563885,-6.745897218,-1.190350564,6.323009,0
-0.815,68.493,139.256,0.0061,5,72.45685069,7.810712246,-6.25088412,-6.22248412,-0.826758474,7.12359441,0
-0.889,59.293,96.722,0.0087,5,89.10411303,5.795116778,-6.74967259,-6.74967259,-0.812548115,5.60175117,0
-0.522,69.193,117.489,0.0067,5,75.92688047,7.702637363,-5.275616528,-5.247216528,-0.542239563,7.39203849,0
-0.628,66.893,128.422,0.0054,5,77.6488156,7.528723954,-6.602054468,-6.602054468,-0.616221985,6.08761211,0
-0.369,52.16,160.633,0.0022,4,47.90772275,6.908198036,-6.521335533,-6.521335533,-0.404369412,7.57571564,0
-0.925,37.3,124.833,0.0049,5,85.69438185,12.00198898,-5.856800992,-5.828400992,-0.921898796,6.36083524,0
-0.56,129.153,225.156,0.0053,6,60.25248878,6.707404953,-7.382355343,-7.382355343,-0.546321005,5.80666667,0
-0.673,81.12,144.567,0.0016,5,73.91136399,7.422097456,-7.15692853,-7.12852853,-0.649035466,6.38001403,0
-0.423,53.08,197.967,0.0073,4,46.79101261,6.948257301,-7.19253093,-7.19253093,-0.431001558,7.01778873,0
-0.4,76.807,113.211,0.0147,24,406.941284,6.945341914,-5.447141721,-5.678808387,-0.554218754,8.13637882,0.2411
-0.339,42.96,92.9,0.0622,4,68.12348386,10.16155524,-4.183301713,-4.183301713,-0.315539815,6.45008477,0
-0.743,82.24,181.567,0.1068,5,74.55304842,10.46592416,-7.432987418,-7.432987418,-0.734807115,5.63253023,0
-0.144,45.773,141.022,0.0149,9,121.4995268,7.610263782,-6.91363779,-6.91363779,-0.216203605,7.59655165,0
-0.446,101.233,155.422,0.0156,6,96.66080739,9.756143161,-7.826055437,-7.80238877,-0.488317415,8.05618878,0
-0.235,12.587,80.678,0.0069,8,162.4060144,4.659218269,-5.050022763,-5.301522763,-0.407653526,3.22724528,0
-0.709,79.893,126.222,0.0028,5,77.75341285,6.726116881,-6.710011442,-6.681611442,-0.711975961,6.46346816,0
-0.036,19.7,138.033,0.0225,4,55.44911876,8.806981697,-6.33173313,-6.37973313,-0.166910657,9.37081215,0
-0.806,91.073,144.422,0.0008,5,72.11756133,6.054385566,-7.138128732,-7.109728732,-0.802980179,6.70540407,0
-1.172,73.3,114.867,0.0162,8,170.5503398,6.526898871,-7.79234038,-7.84034038,-1.180914128,6.59286929,0
-0.417,46.62,194.5,0.0228,4,52.60458845,7.505054774,-7.44468919,-7.44468919,-0.428810075,6.66127638,0
-0.425,100.273,172.822,0.0246,4,47.49270596,8.658685331,-7.54502635,-7.54502635,-0.340057216,6.44004753,0
-0.502,36.3,81.8,0.0216,4,57.17198273,7.342685696,-3.81303256,-3.81303256,-0.52678338,4.93520826,0
-0.83,42.42,88.7,0.1501,3,71.53533869,11.38923543,-4.750543403,-4.750543403,-0.815741945,5.70865429,0
-0.54,125.28,214.433,0.0047,6,63.02160207,9.63521836,-7.061138765,-7.061138765,-0.519229476,5.4337641,0
-0.638,94.933,203.422,0.0089,6,81.33876201,9.620537893,-7.341699022,-7.341699022,-0.636263537,6.53354547,0
-1.525,92.2,152.433,0.0007,5,82.43582905,10.7776328,-10.29834749,-10.44274749,-1.508925019,9.79284057,0
-0.338,88.12,150.033,0.0187,4,52.82789566,7.133932331,-7.507963125,-7.507963125,-0.256559351,6.15211154,0
-0.864,13.6,112.067,0.0052,4,77.45070556,10.51576579,-5.619610183,-5.619610183,-0.868684789,6.36628703,0
-1.051,84.987,158.178,0.0026,5,80.11460248,8.896898037,-7.143909648,-7.143909648,-1.114515526,7.11915874,0
0.012,-0.88,157.633,0.0176,4,53.31386834,9.174643807,-6.97367915,-7.02167915,-0.144766119,8.58671314,0
-0.671,81.193,142.656,0.0015,5,73.7593345,7.356919695,-7.160452276,-7.132052276,-0.64704336,6.36548167,0
-0.353,63.807,141.444,0.0017,5,84.79829652,7.680172137,-7.927302124,-7.898902124,-0.384784274,7.97801822,0
-0.636,75.1,184.967,0.0053,4,48.74678822,6.564753892,-7.089367615,-7.089367615,-0.624941756,7.10381391,0
-0.494,46.14,119.8,0.0248,4,54.70675449,10.27780162,-4.70226614,-4.70226614,-0.501378867,5.26177971,0
-0.491,24.167,118.178,0.002,5,91.76625778,5.554441793,-7.346054558,-7.317654558,-0.526540078,6.26281408,0
-0.824,93.26,192.333,0.1296,5,71.52499706,11.34022769,-7.473258072,-7.473258072,-0.823627911,5.72030745,0
-0.474,58.693,132.689,0.0133,5,81.79793249,8.612061531,-6.599182072,-6.599182072,-0.448418684,6.0002922,0
-0.527,72.24,113.867,0.0004,5,81.43317934,6.594160601,-5.572079192,-5.543679192,-0.547251481,8.53882257,0
-0.209,27.3,126,0.0038,4,64.44221782,12.26171384,-5.111757035,-5.111757035,-0.247918254,6.50065343,0
-0.603,65.473,132.756,0.0017,5,76.24986652,9.373196271,-6.210425148,-6.210425148,-0.604343126,6.05157492,0
-0.469,37.307,77.711,0.0099,5,96.94934945,5.134898944,-6.400780544,-6.400780544,-0.471207089,4.48195437,0
-0.403,16.407,57.611,0.0026,5,91.31788935,7.025989917,-5.32583149,-5.52703149,-0.556595796,6.07984197,0
-1.48,48.233,88.089,0.0006,5,97.25858434,10.78480368,-9.823296856,-10.05209686,-1.572273703,9.90921725,0
-0.884,65.087,146.511,0.0089,5,89.27574296,9.319570029,-6.675180758,-6.646780758,-0.921929172,7.59192116,0
-0.178,21.52,125.233,0.0013,10,190.7453678,11.9811225,-5.916658548,-5.888258548,-0.150296534,8.69184526,0
-0.667,60.273,99.856,0.0036,6,111.7294542,7.447623201,-5.38794499,-5.364278323,-0.644648057,5.73960764,0
-1.008,83.18,144.667,0.0113,5,69.7046245,8.058194236,-6.4220903,-6.4220903,-1.017841405,8.69173458,0
-0.843,45.627,99.644,0.033,3,69.31433614,10.41004676,-4.90669852,-4.90669852,-0.746925612,4.57935086,0
-0.282,30.76,235.067,0.0385,4,42.66340477,7.578613333,-8.218783355,-8.201033355,-0.319189419,8.05121851,0
-0.709,91.413,153.822,0.0027,6,97.96228231,5.771781342,-8.441520372,-8.417853705,-0.732212128,6.22679015,0
-0.464,26.3,69.033,0.0151,3,66.73169052,8.460038594,-3.4053348,-3.4053348,-0.444090165,6.13181635,0
-0.523,94.153,147.589,0.0118,5,63.17552325,7.457720534,-6.959411126,-6.959411126,-0.490697813,5.17132156,0
-0.738,91.027,171.611,0.0015,5,82.00803102,10.12446756,-8.182471746,-8.182471746,-0.808339384,9.56855197,0
-0.387,58.32,140.6,0.0103,5,79.03489437,6.830280404,-7.376842048,-7.348442048,-0.400614074,6.46239429,0
-0.426,41.127,83.178,0.0017,5,102.6485848,8.119590689,-4.371134252,-4.371134252,-0.432719558,5.09534299,0
-0.818,66.18,131.467,0.0002,5,91.05014401,8.958452753,-6.838483472,-6.838483472,-0.856931351,7.60392146,0
-0.658,48.187,92.278,0.0032,5,91.55284771,4.70565654,-6.796447774,-6.796447774,-0.628421964,5.15591785,0
-0.362,50.113,144.089,0.0004,5,80.31268237,10.35234738,-6.765287662,-6.765287662,-0.345739846,8.11668649,0
-0.912,83.513,109.656,0.0067,5,71.89872824,4.935872795,-6.798333158,-6.798333158,-0.843883695,6.87861488,0
-0.357,52.673,97.222,0.0013,5,96.34252432,7.10154687,-4.886917566,-4.858517566,-0.368750122,6.94442795,0
-0.626,53.3,104.967,0.0014,5,90.99987579,7.154217887,-6.632903168,-6.632903168,-0.658374814,6.3342492,0
-0.463,103.613,228.156,0.0015,6,77.58018088,10.5686539,-8.094794107,-8.094794107,-0.485156342,6.50633238,0
-0.973,52.387,117.711,0.0022,5,73.76705689,7.294685834,-6.94041806,-6.94041806,-0.978140453,7.3661803,0
-0.609,78.093,124.289,0.011,5,79.11515143,6.480710668,-7.121068894,-7.092668894,-0.578352047,6.29013072,0
-0.854,40.14,78.9,0.0102,6,159.8671919,9.554339976,-4.601903203,-4.601903203,-0.584702774,5.49444743,0
-1.692,67.02,170.2,0.0091,5,67.782316,9.249072757,-6.587939584,-7.000139584,-1.880644533,4.9061748,0
-0.445,46.173,121.289,0.0237,5,90.10640817,7.741623591,-6.910491016,-6.910491016,-0.479991983,5.79508741,0
-0.876,43.707,90.344,0.0007,5,82.53391073,5.380630313,-6.180790118,-6.180790118,-0.834243307,5.9330408,0
-0.257,2.94,107.9,0.0655,3,57.93547016,10.65596962,-6.551985463,-6.615985463,-0.161935513,6.96354429,0
-0.813,74.453,148.522,0.0022,5,78.7930055,8.547811655,-6.821642474,-6.793242474,-0.82828894,8.75975372,0
-0.673,80.193,147.189,0.0025,5,72.98537843,7.624538832,-7.151275232,-7.122875232,-0.651195774,6.39235104,0
-2.461,20.04,51.367,0.0685,28,429.128399,3.370175345,-4.277226082,-4.541226082,-2.546094592,0.18918937,0
-0.547,126.593,215.822,0.0037,6,62.71531644,9.726629531,-7.056776795,-7.056776795,-0.530181403,5.39245433,0
-0.846,77.213,156.556,0.0014,5,82.05855078,8.564722869,-7.710702052,-7.682302052,-0.88593205,6.78673995,0
-0.677,67.4,137.6,0.0042,9,142.4883961,6.184663588,-6.669189293,-6.669189293,-0.644718247,6.56136917,0
-0.633,42.3,76.467,0.0086,6,142.9173105,7.331142574,-5.04864773,-5.04864773,-0.612448073,5.55294694,0
-1.761,83.58,133.233,0.0037,5,84.84329731,10.49316996,-10.2559835,-10.5009835,-1.822531555,9.95176764,0
-0.657,31.06,161.067,0.0442,4,54.81424352,9.780649149,-6.952233223,-6.952233223,-0.636473668,7.31555534,0
-1.033,104.253,177.822,0.0002,10,162.0276291,12.28856552,-7.699438592,-7.699438592,-1.067064488,7.72035899,0
-0.468,131,219.233,0.0152,4,47.01693269,6.696733285,-7.82366123,-7.82366123,-0.38128015,7.50790643,0
-0.515,157.42,219.767,0.0006,6,72.51658933,11.94630449,-9.512374423,-9.512374423,-0.445885332,10.9472493,0
-0.688,47.247,111.078,0.0148,5,84.34664605,7.945201996,-5.803370822,-5.803370822,-0.685923857,6.30475771,0
-0.988,72.18,133.667,0.0035,5,71.90680753,7.388119971,-7.20935217,-7.20935217,-1.014086218,9.18672532,0
-0.797,90.92,148.667,0.003,5,71.30846839,7.893440113,-6.763075808,-6.734675808,-0.804739704,6.65299936,0
-0.884,22.66,115.767,0.0287,4,75.48715166,10.97262002,-5.626152043,-5.626152043,-0.891888471,6.50976856,0
-0.658,85.147,147.111,0.0033,5,88.08691112,10.88726439,-8.301072338,-8.301072338,-0.683817003,7.01200125,0
0.188,-12.64,70.133,0.0122,3,56.32405595,7.082846139,-5.699695187,-5.763695187,0.033045881,7.32160663,0
-2.439,71.847,124.544,0.0257,6,74.81717526,4.254713842,-6.010790738,-6.354290738,-2.529211978,4.29986781,0
-0.734,35.893,59.289,0.0302,6,140.3030146,5.335009201,-4.079090792,-4.143090792,-0.731821528,6.0599396,0
-0.718,52.72,113.767,0.0068,5,73.72190944,7.806894743,-5.50813226,-5.47973226,-0.68962872,6.32628909,0
-0.653,32.613,82.056,0.0109,6,132.0502576,6.812334087,-6.399356052,-6.399356052,-0.653654049,4.75383855,0
-0.47,60.88,193.267,0.0265,4,52.26570431,10.33565504,-7.248862063,-7.248862063,-0.457955358,7.73960605,0
-0.467,52.48,96.133,0.0098,5,78.00974687,7.584373425,-4.586547784,-4.558147784,-0.440416248,6.17365272,0
-1.517,55.973,118.389,0.0007,6,79.18200084,5.50933982,-5.461460722,-5.804960722,-1.6836319,3.42672675,0
-0.526,70.887,126.411,0.0039,5,82.58342583,8.350630016,-5.870654416,-5.842254416,-0.549672886,8.85628242,0
-0.793,90.633,147.056,0.0014,5,71.81468026,7.781605118,-6.765355828,-6.736955828,-0.80214413,6.67458432,0
-0.595,64.833,133.689,0.0005,5,75.75158384,9.471573792,-6.185462128,-6.185462128,-0.597756783,6.04370847,0
-0.564,80.073,188.222,0.0016,6,64.35860974,8.21201523,-6.973874637,-6.973874637,-0.521301103,6.50322201,0
-0.464,116.353,174.022,0.0104,6,83.58210379,6.20431355,-8.044515578,-8.020848912,-0.46776797,8.87962084,0
-0.522,67.52,162.8,0.0094,6,64.39358443,8.356631556,-6.390327108,-6.390327108,-0.442438663,5.33326352,0
-1.17,22.827,62.344,0.0085,7,144.7806739,4.601877803,-5.598007939,-5.751007939,-1.230904251,5.21721357,0
-0.355,26.147,76.678,0.0173,8,146.7857955,4.377156522,-4.863792414,-5.115292414,-0.555847607,4.95419709,0
-0.56,81.913,192.356,0.0025,6,63.34823895,8.545041305,-6.963706363,-6.963706363,-0.518927544,6.50267042,0
-0.565,78.673,187.056,0.0027,6,64.68537906,8.110751252,-6.973940958,-6.973940958,-0.518919081,6.48712228,0
-0.216,20.44,40.067,0.0043,4,110.8400482,3.466860688,-4.024076338,-3.988576338,-0.431170596,4.12475233,0
0.333,-1.293,110.644,0.0007,3,54.20502694,7.096035154,-7.183273123,-7.247273123,0.237070818,6.88766098,0
-0.541,28.867,40.344,0.0054,4,104.2185665,3.498970599,-2.99279355,-2.99279355,-0.475945599,2.85631431,0
-0.559,40.687,78.411,0.0041,9,205.3423865,9.595152068,-4.313623398,-4.313623398,-0.540968971,5.63831357,0
-0.703,36.527,87.278,0.0069,6,131.633072,9.098690993,-5.230394592,-5.230394592,-0.691753605,6.94871125,0
-0.852,45.567,113.578,0.0069,5,83.49559282,6.261965281,-5.486688182,-5.486688182,-0.848294479,6.50603132,0
-0.367,75.1,174.367,0.0026,2,26.73697023,10.45342087,-4.696397335,-4.696397335,-0.384371595,5.05008491,0
-0.597,19.42,31.133,0.0073,8,288.0853733,5.794105747,-4.123901158,-4.267901158,-0.691406493,5.14021036,0
-0.716,50.793,98.989,0.0053,5,84.5655757,4.160923702,-6.915090312,-6.915090312,-0.683843217,5.5515252,0
-0.848,33.667,56.844,0.0146,6,149.5924337,6.003325514,-3.849816358,-3.849816358,-0.789427071,3.72209109,0
-1.012,92.593,145.256,0.0015,5,73.8599173,7.053893409,-7.735556336,-7.735556336,-0.995609018,8.81503577,0
0.156,6.1,39.567,0.0041,2,59.34565191,9.12575182,-3.07801595,-3.17401595,0.071806243,6.47892062,0
-0.591,24.88,46.9,0.1284,7,144.4443154,3.75230381,-4.59234007,-4.879768641,-0.8251789,4.30615611,0
-0.737,21.133,71.789,0.0012,10,234.6073513,7.700526317,-4.840794507,-4.917594507,-0.856142596,5.67705149,0
-0.759,35.427,70.144,0.0015,5,109.7968408,7.562025146,-5.075789428,-5.075789428,-0.756394354,4.36308037,0
-0.779,28.353,66.489,0.004,5,125.6381309,7.846666054,-4.893223874,-4.970023874,-0.862675666,5.44531085,0
-0.451,62.047,118.911,0.0017,5,72.4637209,5.229739992,-5.57419425,-5.54579425,-0.469490549,7.77608045,0
-0.303,81.48,272.7,0.0426,2,18.49946359,6.269991352,-8.537394905,-8.717894905,-0.314636837,5.56133386,0
-0.472,120.46,177.167,0.0196,7,69.5373947,5.139553799,-6.854276204,-6.854276204,-0.454999524,6.83202031,0
-0.07,25.307,37.411,0.0096,6,193.0277503,6.385188217,-3.786296782,-3.926963448,-0.126527324,6.24170297,0
-2.682,87.58,130.833,0.0065,4,42.45204184,4.0232621,-7.222567648,-7.566067648,-2.788218964,6.06921771,0
-1.209,46.347,112.911,0.001,6,122.8833459,7.50005296,-6.71423527,-6.71423527,-1.205477446,7.86371694,0
-0.71,16.32,35.3,0.4247,6,223.3445588,6.097109256,-3.14929392,-3.289960587,-0.824053265,1.7356477,1.1079
-0.933,116.487,205.711,0.0288,9,140.1143663,10.85830578,-9.706987518,-9.706987518,-0.968273636,8.24821799,0
-0.5,32.633,45.489,0.0015,7,195.683029,3.16517605,-3.744451849,-3.724166134,-0.379842123,3.73730792,0
-0.253,162.84,287.9,0.0097,5,62.9916502,9.856601371,-8.687713956,-8.759913956,-0.381179132,5.9905489,0
-0.759,78.193,150.689,0.0005,5,78.3249887,8.609055167,-7.305276722,-7.276876722,-0.780650742,8.12006432,0
-0.711,13.04,22.133,0.048,8,233.2177244,4.261149152,-4.771324345,-5.007324345,-0.896729786,1.64580641,0
-0.621,144.52,259.667,0.025,3,46.85904992,13.25008265,-9.2559141,-9.2559141,1.725492818,5.52168958,0
-0.692,95.607,142.244,0.0117,2,29.25972431,4.310433418,-7.188948715,-7.153448715,-0.493043692,8.41367818,0
-0.223,-4.42,75.033,0.0049,6,115.4858345,5.763366863,-5.497620918,-5.450287585,-0.244026421,7.54620839,0
-0.946,36.527,152.144,0.0063,10,169.0911233,12.05153092,-6.577246933,-6.577246933,-1.065122631,7.32404479,0
1.45,22.58,42.933,0.0318,5,173.6243767,5.982377406,-3.925218212,-3.925218212,1.471874579,2.09202509,0
-0.289,138.94,239.767,0.036,5,66.9880502,8.928269047,-8.953600442,-8.953600442,-0.276731999,7.02019737,0
-1.389,35.96,63.233,0.0046,2,59.66499839,7.472847642,-5.307653535,-5.518653535,-1.556547711,6.17007248,0
-1.296,5.527,53.044,0.0101,4,126.5123791,6.338569646,-5.322034833,-5.558034833,-1.506685674,3.45201882,0
-0.677,26.44,47.2,0.0015,6,165.6219269,8.352929669,-3.903360438,-4.031360438,-0.765490185,6.14693668,0
0.899,93.707,382.678,0.0095,2,19.62970724,17.10818094,-8.74850021,-8.74850021,1.479516251,10.48800504,0
-0.317,49.22,71.733,0.0011,5,126.2356906,6.446545298,-5.682542038,-5.682542038,-0.256542092,3.31135497,0
-0.094,22.107,35.778,0.0476,8,102.0814771,2.177384134,-2.941013859,-3.031263859,0.191353236,2.20333833,0
1.586,16.86,36.2,0.0013,5,202.4483342,5.242219788,-3.595997522,-3.595997522,1.590807659,2.05018528,0
-0.469,71.16,197.7,0.0116,5,73.28100412,10.67478139,-7.640704826,-7.640704826,-0.432669779,6.10359398,0
-1.339,45.767,142.378,0.043,3,55.04539524,11.91561252,-6.64354115,-6.64354115,-1.323450733,6.53776867,0
